Legal Name,Puerto Rico Link,Google ID,Name,Full address,Is closed,Description 1,Main type,All types,Website,Website (root url),Phone,Phone international,Borough,Street,City,Postal code,State,Country,Country code,Longitude,Latitude,Link,First seen on,Reviews count,Reviews rating,Reviews per score,Photos count,Photo 1,Photo 2,All photos
,,0x8c036f255975e623:0x21d83f4f67f1fcb1,Rare 125,"Rare 125, Edificio Centro De Seguros, 701 PR-25 Suite 109, San Juan, 00907, Puerto Rico",No,,Steak house,"Bar,Cocktail bar,Family restaurant,Grill,Lunch restaurant,Meat dish restaurant,Restaurant,Seafood restaurant,Steak house",https://www.rare125pr.com,https://www.rare125pr.com,+1 787-946-4996,17879464996,Santurce,"Edificio Centro De Seguros, 701 PR-25 Suite 109",San Juan,907,San Juan,Puerto Rico,PR,-66.0830538,18.4562433,"https://www.google.com/maps/preview/place/Rare+125,+Edificio+Centro+De+Seguros,+701+PR-25+Suite+109,+San+Juan,+00907,+Puerto+Rico/@18.4562433,-66.0830538,3785a,13.1y/data=!4m2!3m1!1s0x8c036f255975e623:0x21d83f4f67f1fcb1",8/30/2021,743,4.5,"{""1"":31.0,""2"":16.0,""3"":40.0,""4"":104.0,""5"":552.0}",2681,https://lh5.googleusercontent.com/p/AF1QipNJd56juy-UFiwNbfj3T5M2sT8S1-zcy_RQlu-X,https://lh5.googleusercontent.com/p/AF1QipOEp_6__kIpX_ATxqjBNNO9-bXIYr67UuPdhuO-,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNJd56juy-UFiwNbfj3T5M2sT8S1-zcy_RQlu-X"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOEp_6__kIpX_ATxqjBNNO9-bXIYr67UuPdhuO-""]"
CASITA MIRAMAR INC.,https://rcp.estado.pr.gov/en/entity-information?c=195508-111,0x8c036f2f777d09ff:0xe7ee6488788e0f78,Casita Miramar,"Casita Miramar, 605 Av. Miramar, San Juan, 00907, Puerto Rico",No,"CASITA MIRAMAR, Authentic Puerto Rican food in an elegant and family style environment. Experience a taste of the Caribbean in a traditional Miramar 'casona' where every space is unique.",Puerto Rican restaurant,Puerto Rican restaurant,https://www.casita-miramar.com,https://www.casita-miramar.com,+1 787-631-8265,17876318265,Santurce,605 Av. Miramar,San Juan,907,San Juan,Puerto Rico,PR,-66.0851077,18.4558229,"https://www.google.com/maps/preview/place/Casita+Miramar,+605+Av.+Miramar,+San+Juan,+00907,+Puerto+Rico/@18.4558229,-66.0851077,3785a,13.1y/data=!4m2!3m1!1s0x8c036f2f777d09ff:0xe7ee6488788e0f78",8/30/2021,3032,4.5,"{""1"":140.0,""2"":77.0,""3"":144.0,""4"":361.0,""5"":2310.0}",4161,https://lh5.googleusercontent.com/p/AF1QipPmtJvF8WoVwmDoC6x74YPNezNBSoT4MzJkmzTt,https://lh5.googleusercontent.com/p/AF1QipME8WeJREeqtSADZ58Qyo8e40YxR4NgxWZ0LaXc,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPmtJvF8WoVwmDoC6x74YPNezNBSoT4MzJkmzTt"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipME8WeJREeqtSADZ58Qyo8e40YxR4NgxWZ0LaXc""]"
TOTALENERGIES MARKETING PUERTO RICO CORP.,https://rcp.estado.pr.gov/en/entity-information?c=80482-111,0x8c0367cc32b3d87f:0x69cdc2a4f203f00f,TotalEnergies Park Gardens,"TotalEnergies Park Gardens, EXPRESO TRUJILLO ALTO & AVE. PARK GARDENS RIO PIEDRAS, 00926, Puerto Rico",No,,Gas station,Gas station,https://totalenergies.com.pr,https://totalenergies.com.pr,+1 787-963-1242,17879631242,"Sabana Llana Sur, San Juan, Puerto Rico",EXPRESO TRUJILLO ALTO & AVE. PARK GARDENS RIO PIEDRAS,San Juan,926,San Juan,Puerto Rico,PR,-66.0314465,18.3891038,"https://www.google.com/maps/preview/place/TotalEnergies+Park+Gardens,+EXPRESO+TRUJILLO+ALTO+%26+AVE.+PARK+GARDENS+RIO+PIEDRAS,+00926,+Puerto+Rico/@18.3891038,-66.0314465,3786a,13.1y/data=!4m2!3m1!1s0x8c0367cc32b3d87f:0x69cdc2a4f203f00f",8/30/2021,194,4.2,"{""1"":3.0,""2"":2.0,""3"":33.0,""4"":62.0,""5"":94.0}",7,https://lh5.googleusercontent.com/p/AF1QipM5i9-uXQaGdtM85G-ULxRM0P0uLi_zTbXehS8C,https://lh5.googleusercontent.com/p/AF1QipPoeSW0tsHoyDfpMA7LF4VtO64SoO77TciHnY7s,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipM5i9-uXQaGdtM85G-ULxRM0P0uLi_zTbXehS8C"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPoeSW0tsHoyDfpMA7LF4VtO64SoO77TciHnY7s""]"
,,0x8c036712d049aa4f:0xfc072d83a577dc48,Wendy's,"Wendy's, Calle Saragoza y Chapultepek Park Gardens Food Center, Trujillo Alto, 00976, Puerto Rico",No,,Fast food restaurant,Fast food restaurant,,,+1 787-792-2001 ext. 7012,17877922001,,Calle Saragoza y Chapultepek Park Gardens Food Center,Trujillo Alto,976,Trujillo Alto,Puerto Rico,PR,-66.0184793,18.3656771,https://www.google.com/maps/place/Wendy's/data=!4m2!3m1!1s0x8c036712d049aa4f:0xfc072d83a577dc48!10m1!1e1,8/30/2021,1,4,"{""1"":0.0,""2"":0.0,""3"":0.0,""4"":1.0,""5"":0.0}",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WzBZUw8P_4RnAvv9FoFe4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.631294&pitch=0&thumbfov=100,,"[""https:\/\/streetviewpixels-pa.googleapis.com\/v1\/thumbnail?panoid=WzBZUw8P_4RnAvv9FoFe4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.631294&pitch=0&thumbfov=100""]"
"SUPERMERCADOS SELECTOS, INCORPORADO",https://rcp.estado.pr.gov/en/entity-information?c=188803-111,0x8c0367e7bc316b0b:0x82296537054a251a,Supermercado Selectos,"9XC7+F74 Supermercado Selectos, San Juan, 00926, Puerto Rico",No,,Supermarket,Supermarket,https://selectospr.com/main,https://selectospr.com,+1 787-755-8305,17877558305,"Sabana Llana Sur, San Juan, Puerto Rico",9XC7+F74,San Juan,926,San Juan,Puerto Rico,PR,-66.0367946,18.3711405,"https://www.google.com/maps/preview/place/9XC7%2BF74+Supermercado+Selectos,+San+Juan,+00926,+Puerto+Rico/@18.3711405,-66.0367946,3786a,13.1y/data=!4m2!3m1!1s0x8c0367e7bc316b0b:0x82296537054a251a",8/30/2021,1015,4.4,"{""1"":26.0,""2"":28.0,""3"":104.0,""4"":239.0,""5"":618.0}",77,https://lh5.googleusercontent.com/p/AF1QipOz5JbeBRW_mhN8Qq407fiwkhUkq8HStRvWTbZw,https://lh5.googleusercontent.com/p/AF1QipMkdr56M-q80pjjxfIjBdaUXGkUo5tQ59tod91c,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOz5JbeBRW_mhN8Qq407fiwkhUkq8HStRvWTbZw"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMkdr56M-q80pjjxfIjBdaUXGkUo5tQ59tod91c""]"
,,0x8c0367de770bcea3:0x8eeb95351f161f31,El Punto Restaurant,"9XC7+88C El Punto Restaurant, Avenida Acuario, San Juan, 00926, Puerto Rico",No,,Puerto Rican restaurant,Puerto Rican restaurant,https://m.facebook.com/elpuntorestaurant,https://m.facebook.com,+1 787-755-9977,17877559977,"Sabana Llana Sur, San Juan, Puerto Rico","9XC7+88C, Avenida Acuario",San Juan,926,San Juan,Puerto Rico,PR,-66.0367234,18.3708062,"https://www.google.com/maps/preview/place/9XC7%2B88C+El+Punto+Restaurant,+Avenida+Acuario,+San+Juan,+00926,+Puerto+Rico/@18.3708062,-66.0367234,3786a,13.1y/data=!4m2!3m1!1s0x8c0367de770bcea3:0x8eeb95351f161f31",8/30/2021,1202,4.4,"{""1"":36.0,""2"":36.0,""3"":76.0,""4"":272.0,""5"":782.0}",321,https://lh5.googleusercontent.com/p/AF1QipOldP2xTChftD14duj4pa4kb7KSiOd4GBPVTHeY,https://lh5.googleusercontent.com/p/AF1QipPWwdYf4O9YmhSjcF0RxJivh_-MKl-WgWTkM7W7,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOldP2xTChftD14duj4pa4kb7KSiOd4GBPVTHeY"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPWwdYf4O9YmhSjcF0RxJivh_-MKl-WgWTkM7W7""]"
,,0x8c0365d97da1da0b:0x4efc755f70d68a13,SuperMax,"SuperMax, Plazoleta Isla Verde, Site 1,Corner of Isla Verde & Los Gobernadores Avenues,San Juan,00979, Ave Laguna, Carolina, 00979, Puerto Rico",No,,Supermarket,Supermarket,https://www.supermaxonline.com,https://www.supermaxonline.com,+1 787-253-1307,17872531307,Cangrejo Arriba,"Plazoleta Isla Verde, Site 1,Corner of Isla Verde & Los Gobernadores Avenues,San Juan,00979, Ave Laguna",Carolina,979,Carolina,Puerto Rico,PR,-66.0159867,18.4312339,"https://www.google.com/maps/preview/place/SuperMax,+Plazoleta+Isla+Verde,+Site+1,Corner+of+Isla+Verde+%26+Los+Gobernadores+Avenues,San+Juan,00979,+Ave+Laguna,+Carolina,+00979,+Puerto+Rico/@18.4312339,-66.0159867,3785a,13.1y/data=!4m2!3m1!1s0x8c0365d97da1d",8/30/2021,820,4.2,"{""1"":46.0,""2"":29.0,""3"":100.0,""4"":192.0,""5"":453.0}",55,https://lh5.googleusercontent.com/p/AF1QipNqG08lHZM4M7rjaX9yzFvmSUFuJtFwa2EQ2yPM,https://lh5.googleusercontent.com/p/AF1QipO-HBNqLi0W6IOps5XwbOaj7I1TKmPuEY-uoxVa,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNqG08lHZM4M7rjaX9yzFvmSUFuJtFwa2EQ2yPM"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipO-HBNqLi0W6IOps5XwbOaj7I1TKmPuEY-uoxVa""]"
,,0x8c0367cc4c7f6061:0x112a5810537f08c,Pizza Hut,"Pizza Hut, Ave Pk Gdns Km 0.9, Trujillo Alto, San Juan 00976, Puerto Rico",No,Casual pizza chain with wide selection,Pizza restaurant,Pizza restaurant,http://www.pizzahutpr.com,http://www.pizzahutpr.com,+1 787-283-7474,17872837474,"Sabana Llana Sur, San Juan, Puerto Rico",Ave Pk Gdns Km 0.9,Trujillo Alto,976,San Juan,Puerto Rico,PR,-66.0312743,18.3899965,"https://www.google.com/maps/preview/place/Pizza+Hut,+Ave+Pk+Gdns+Km+0.9,+Trujillo+Alto,+San+Juan+00976,+Puerto+Rico/@18.3899965,-66.0312743,3786a,13.1y/data=!4m2!3m1!1s0x8c0367cc4c7f6061:0x112a5810537f08c",8/30/2021,655,4.2,"{""1"":33.0,""2"":26.0,""3"":79.0,""4"":137.0,""5"":380.0}",123,https://lh5.googleusercontent.com/p/AF1QipOuxiW_xujGO8qg9h9GIeki6gTinKMkPrWWP0d7,https://lh5.googleusercontent.com/p/AF1QipMBACRCG_1FnzFR4asr64Rqzf5qo-n6prRVr0vF,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOuxiW_xujGO8qg9h9GIeki6gTinKMkPrWWP0d7"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMBACRCG_1FnzFR4asr64Rqzf5qo-n6prRVr0vF""]"
,,0x8c036f25f6615153:0x392a9c1b194f178e,Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, 600 Av. Manuel Fernández Juncos, San Juan, 00907, Puerto Rico",No,"La mejor comida italiana preparada fresca para que disfrutes en un ambiente familiar y seguro. Saborea clásicos platos italianos o prepara tu propia pasta, siempre con breadsticks y sopa o ensalada ilimitada en el restaurante.",Italian restaurant,"Italian restaurant,Restaurant",https://www.grupocolongerena.com/olive-garden,https://www.grupocolongerena.com,+1 787-775-3779,17877753779,Santurce,600 Av. Manuel Fernández Juncos,San Juan,907,San Juan,Puerto Rico,PR,-66.086954,18.4567509,"https://www.google.com/maps/preview/place/Olive+Garden+Italian+Restaurant,+600+Av.+Manuel+Fern%C3%A1ndez+Juncos,+San+Juan,+00907,+Puerto+Rico/@18.4567509,-66.086954,3785a,13.1y/data=!4m2!3m1!1s0x8c036f25f6615153:0x392a9c1b194f178e",8/30/2021,3382,4.3,"{""1"":178.0,""2"":136.0,""3"":291.0,""4"":674.0,""5"":2103.0}",951,https://lh5.googleusercontent.com/p/AF1QipP6JPDIr47D97h4_TbzOW1d4bSKq7NW7pP4_26M,https://lh5.googleusercontent.com/p/AF1QipOZB6VmFyFqQj4UpPKYI4IB7v7ecD-KYwl2OExq,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP6JPDIr47D97h4_TbzOW1d4bSKq7NW7pP4_26M"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOZB6VmFyFqQj4UpPKYI4IB7v7ecD-KYwl2OExq""]"
,,0x8c036906739b1467:0x3a95bb8addec8dae,Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, González Giusti Ave, Guaynabo, 00968, Puerto Rico",No,"La mejor comida italiana preparada fresca para que disfrutes en un ambiente familiar y seguro. Saborea clásicos platos italianos o prepara tu propia pasta, siempre con breadsticks y sopa o ensalada ilimitada en el restaurante.",Italian restaurant,"Italian restaurant,Restaurant",https://www.grupocolongerena.com/olive-garden,https://www.grupocolongerena.com,+1 787-705-5800,17877055800,"Pueblo Viejo, Guaynabo, Puerto Rico",González Giusti Ave,Guaynabo,968,Guaynabo,Puerto Rico,PR,-66.1043742,18.4084648,"https://www.google.com/maps/preview/place/Olive+Garden+Italian+Restaurant,+Gonz%C3%A1lez+Giusti+Ave,+Guaynabo,+00968,+Puerto+Rico/@18.4084648,-66.1043742,3786a,13.1y/data=!4m2!3m1!1s0x8c036906739b1467:0x3a95bb8addec8dae",8/30/2021,2545,4.3,"{""1"":117.0,""2"":94.0,""3"":252.0,""4"":561.0,""5"":1521.0}",722,https://lh5.googleusercontent.com/p/AF1QipMfCe0WJSdUNXAIMtlVkqxEF4XSNT-saUesKEtE,https://lh5.googleusercontent.com/p/AF1QipN-g0q_f-5RsTJE0ZmFCbvqkAF6oBQPls5hfsYW,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMfCe0WJSdUNXAIMtlVkqxEF4XSNT-saUesKEtE"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipN-g0q_f-5RsTJE0ZmFCbvqkAF6oBQPls5hfsYW""]"
SUPERMERCADOS ECONO INC.,https://rcp.estado.pr.gov/en/entity-information?c=26039-111,0x8c0367a8079914db:0xdf912ea88fedbc3e,Supermercado Econo Bo. Saint Just,"Supermercado Econo Bo. Saint Just, CARR 848 KM.2, 2, Trujillo Alto, 00976, Puerto Rico",No,,Supermarket,Supermarket,http://www.superecono.com,http://www.superecono.com,+1 787-752-4049,17877524049,,"CARR 848 KM.2, 2",Trujillo Alto,976,Trujillo Alto,Puerto Rico,PR,-65.9992476,18.3784601,"https://www.google.com/maps/preview/place/Supermercado+Econo+Bo.+Saint+Just,+CARR+848+KM.2,+2,+Trujillo+Alto,+00976,+Puerto+Rico/@18.3784601,-65.9992476,3786a,13.1y/data=!4m2!3m1!1s0x8c0367a8079914db:0xdf912ea88fedbc3e",8/30/2021,978,4.3,"{""1"":27.0,""2"":30.0,""3"":119.0,""4"":207.0,""5"":595.0}",50,https://lh3.googleusercontent.com/gps-cs/AOY9FTrRGz9po06wpbsom78p3zA6AeSMRaFxjGld4vdv_d8frDpi-qoeEDRBg3tYSltjwYlZ4u70quF_R0jLJlGcdeWVxLujCZWc6bOscIdBk5fYM9pXlpqaAdVwSqdNv5mR_thcJJ8,https://lh3.googleusercontent.com/gps-cs/AOY9FTpwMqq0LVE8cqruilp6pQJs6e_TZkIuCwAlckHrAcbzPc2R7iKAo9dl5gE-puM_pAgbVz8v3pZUAesINVbXZgk2GHNKoScUl71vv_Q6-eDv2ouKQ_dMFCocwZxYxEPWmkHRUDk,"[""https:\/\/lh3.googleusercontent.com\/gps-cs\/AOY9FTrRGz9po06wpbsom78p3zA6AeSMRaFxjGld4vdv_d8frDpi-qoeEDRBg3tYSltjwYlZ4u70quF_R0jLJlGcdeWVxLujCZWc6bOscIdBk5fYM9pXlpqaAdVwSqdNv5mR_thcJJ8"",""https:\/\/lh3.googleusercontent.com\/gps-cs\/AOY9FTpwMqq0LVE8cqruilp6pQJs6e_TZkIuCwAlckHrAcbzPc2R7iKAo9dl5gE-puM_pAgbVz8v3pZUAesINVbXZgk2GHNKoScUl71vv_Q6-eDv2ouKQ_dMFCocwZxYxEPWmkHRUDk""]"
,,0x8c0367a7d0d3147f:0x40d5e35050ec6bd5,Barcelona Bakery & Deli,"Barcelona Bakery & Deli, Carr. 848 km 2.0 Saint Just, Trujillo Alto, 00976, Puerto Rico",No,,Deli,"Cafe,Deli",http://panaderiabarcelona.com,http://panaderiabarcelona.com,+1 787-748-4527,17877484527,,Carr. 848 km 2.0 Saint Just,Trujillo Alto,976,Trujillo Alto,Puerto Rico,PR,-66.001068,18.37846,"https://www.google.com/maps/preview/place/Barcelona+Bakery+%26+Deli,+Carr.+848+km+2.0+Saint+Just,+Trujillo+Alto,+00976,+Puerto+Rico/@18.37846,-66.001068,3786a,13.1y/data=!4m2!3m1!1s0x8c0367a7d0d3147f:0x40d5e35050ec6bd5",8/30/2021,330,4.4,"{""1"":12.0,""2"":10.0,""3"":22.0,""4"":75.0,""5"":211.0}",46,https://lh5.googleusercontent.com/p/AF1QipM3hB51SFTpEzOaS4w3QIsYYu24sYlP-lYpqmZI,https://lh5.googleusercontent.com/p/AF1QipO9hZFhG4Bystu35lKR9vtaUUIzaMA0MrCOReco,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipM3hB51SFTpEzOaS4w3QIsYYu24sYlP-lYpqmZI"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipO9hZFhG4Bystu35lKR9vtaUUIzaMA0MrCOReco""]"
BACARDI CORPORATION,https://rcp.estado.pr.gov/en/entity-information?c=557-112,0x8c036eaa2649133f:0x5a10836b41a141e0,Casa BACARDÍ,"Casa BACARDÍ, 200 PR-165, Cataño, 00962, Puerto Rico",No,"Casa BACARDÍ Puerto Rico offers an unforgettable experience where visitors can explore the history of BACARDÍ, enjoy interactive rum tastings, and learn how to make classic cocktails. Our iconic venue provides a unique setting for private events and exclusive tours.",Tourist attraction,"Alcohol manufacturer,Bar,Distillery,Tour operator,Tourist attraction",https://www.casabacardi.com,https://www.casabacardi.com,,,"Palmas, Cataño, Puerto Rico",200 PR-165,Cataño,962,Cataño,Puerto Rico,PR,-66.1392645,18.4582111,"https://www.google.com/maps/preview/place/Casa+BACARD%C3%8D,+200+PR-165,+Cata%C3%B1o,+00962,+Puerto+Rico/@18.4582111,-66.1392645,3785a,13.1y/data=!4m2!3m1!1s0x8c036eaa2649133f:0x5a10836b41a141e0",8/30/2021,2474,4.6,"{""1"":121.0,""2"":53.0,""3"":92.0,""4"":280.0,""5"":1928.0}",9814,https://lh5.googleusercontent.com/p/AF1QipO7Rkhk2RNSwZRqQnx9seQ_qPZUNJY9l56ZIju-,https://lh5.googleusercontent.com/p/AF1QipNlfO8nV_K8HcjlwouZ0PrJqnR3DlHnmXt3nCKC,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipO7Rkhk2RNSwZRqQnx9seQ_qPZUNJY9l56ZIju-"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNlfO8nV_K8HcjlwouZ0PrJqnR3DlHnmXt3nCKC""]"
,,0x8c034949e7c3985d:0x99dd0d01019552c4,Delicioso China,"4VC2+2FX Delicioso China, Cayey, 00736, Puerto Rico",No,,Chinese restaurant,Chinese restaurant,,,+1 787-263-2325,17872632325,,4VC2+2FX,Cayey,736,Cayey,Puerto Rico,PR,-66.1487718,18.120104,"https://www.google.com/maps/preview/place/4VC2%2B2FX+Delicioso+China,+Cayey,+00736,+Puerto+Rico/@18.120104,-66.1487718,3792a,13.1y/data=!4m2!3m1!1s0x8c034949e7c3985d:0x99dd0d01019552c4",8/30/2021,437,4.4,"{""1"":22.0,""2"":7.0,""3"":22.0,""4"":89.0,""5"":297.0}",33,https://lh5.googleusercontent.com/p/AF1QipN3ylJbWyav53gnir5uBBDmPzVeKCWNn-m5bLBW,https://lh5.googleusercontent.com/p/AF1QipPn5ZHwd2j_SeiatBqv_JC7AkIrYG4x_N1gi4Hq,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipN3ylJbWyav53gnir5uBBDmPzVeKCWNn-m5bLBW"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPn5ZHwd2j_SeiatBqv_JC7AkIrYG4x_N1gi4Hq""]"
,,0x8c02a5e7e7881649:0x101f74b30f8c76f4,Waves Seafood Restaurant Aguada,"Waves Seafood Restaurant Aguada, Carr 441, bo km 1, Aguada, 00602, Puerto Rico",No,Especialidad en pescados y mariscos frescos del pais contamos con la mas alta calidad en carnes y nuestras esquisitas picaderas y nuestra barra frente al mar,Seafood restaurant,"Caribbean restaurant,Creole restaurant,Puerto Rican restaurant,Seafood restaurant,Steak house",http://facebook.com/WavesSeafoodAguada,http://facebook.com,+1 787-291-7133,17872917133,,"Carr 441, bo km 1",Aguada,602,Aguada,Puerto Rico,PR,-67.2015184,18.3898211,"https://www.google.com/maps/preview/place/Waves+Seafood+Restaurant+Aguada,+Carr+441,+bo+km+1,+Aguada,+00602,+Puerto+Rico/@18.3898211,-67.2015184,3786a,13.1y/data=!4m2!3m1!1s0x8c02a5e7e7881649:0x101f74b30f8c76f4",8/30/2021,956,4.3,"{""1"":57.0,""2"":42.0,""3"":55.0,""4"":186.0,""5"":616.0}",831,https://lh5.googleusercontent.com/p/AF1QipMbeDeKnD7PPKEHWFzFhjODfWA7yqMZuYBkTgDM,https://lh5.googleusercontent.com/p/AF1QipNrubytiv1YIjFghzuY3QLtEDj9F3eYj_ofD0lq,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMbeDeKnD7PPKEHWFzFhjODfWA7yqMZuYBkTgDM"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNrubytiv1YIjFghzuY3QLtEDj9F3eYj_ofD0lq""]"
,,0x8c0368bc53192327:0x4edd6c36d9b6f65e,Airbuns Burgers,"Airbuns Burgers, 133 C. O'Neill, San Juan, 00918, Puerto Rico",No,,Hamburger restaurant,Hamburger restaurant,https://m.facebook.com/AIRBUNS-BURGERS-920503768062275,https://m.facebook.com,+1 939-633-6250,19396336250,Hato Rey Norte,133 C. O'Neill,San Juan,918,San Juan,Puerto Rico,PR,-66.0604152,18.4233207,"https://www.google.com/maps/preview/place/Airbuns+Burgers,+133+C.+O'Neill,+San+Juan,+00918,+Puerto+Rico/@18.4233207,-66.0604152,3785a,13.1y/data=!4m2!3m1!1s0x8c0368bc53192327:0x4edd6c36d9b6f65e",8/30/2021,367,4.6,"{""1"":6.0,""2"":7.0,""3"":20.0,""4"":79.0,""5"":255.0}",374,https://lh5.googleusercontent.com/p/AF1QipPbyB87X-62dUvRVqTE5L7fCzHXwIbaZIpG7KgV,https://lh5.googleusercontent.com/p/AF1QipOchehPOA7eOeN8w3V6df3p6hWZWuIEqLI5sHgH,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPbyB87X-62dUvRVqTE5L7fCzHXwIbaZIpG7KgV"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOchehPOA7eOeN8w3V6df3p6hWZWuIEqLI5sHgH""]"
,,0x8c036a3223f55def:0x6a5585d0a50950ac,Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, West Main Ave, Bayamón, 00961, Puerto Rico",No,"La mejor comida italiana preparada fresca para que disfrutes en un ambiente familiar y seguro. Saborea clásicos platos italianos o prepara tu propia pasta, siempre con breadsticks y sopa o ensalada ilimitada en el restaurante.",Italian restaurant,"Italian restaurant,Restaurant",https://www.grupocolongerena.com/olive-garden,https://www.grupocolongerena.com,+1 787-395-7044,17873957044,"Juan Sánchez, Bayamón, Puerto Rico",West Main Ave,Bayamón,961,Bayamón,Puerto Rico,PR,-66.1554162,18.4051567,"https://www.google.com/maps/preview/place/Olive+Garden+Italian+Restaurant,+West+Main+Ave,+Bayam%C3%B3n,+00961,+Puerto+Rico/@18.4051567,-66.1554162,3786a,13.1y/data=!4m2!3m1!1s0x8c036a3223f55def:0x6a5585d0a50950ac",8/30/2021,4343,4.3,"{""1"":189.0,""2"":143.0,""3"":394.0,""4"":855.0,""5"":2762.0}",1544,https://lh5.googleusercontent.com/p/AF1QipOnCW9n6wqHbXd20dQQ2Rp5__s4W1G-Xgn1ud7g,https://lh5.googleusercontent.com/p/AF1QipNk9lXppVQwkffXWC1_ysKAE0KTqKxHgkwe6doX,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOnCW9n6wqHbXd20dQQ2Rp5__s4W1G-Xgn1ud7g"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNk9lXppVQwkffXWC1_ysKAE0KTqKxHgkwe6doX""]"
,,0x8c0367263c6a4ef9:0xba4fa8ae9ab593c8,Fritura Tropical,"9XC6+7VJ Fritura Tropical, Avenida Acuario esquina, C. Lesbos, San Juan, 00926, Puerto Rico",No,,Puerto Rican restaurant,Puerto Rican restaurant,,,,,"Sabana Llana Sur, San Juan, Puerto Rico","9XC6+7VJ, Avenida Acuario esquina, C. Lesbos",San Juan,926,San Juan,Puerto Rico,PR,-66.0378558,18.3707028,"https://www.google.com/maps/preview/place/9XC6%2B7VJ+Fritura+Tropical,+Avenida+Acuario+esquina,+C.+Lesbos,+San+Juan,+00926,+Puerto+Rico/@18.3707028,-66.0378558,3786a,13.1y/data=!4m2!3m1!1s0x8c0367263c6a4ef9:0xba4fa8ae9ab593c8",8/30/2021,12,4.2,"{""1"":1.0,""2"":0.0,""3"":1.0,""4"":4.0,""5"":6.0}",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jIN00704dN-NtIljeQGUxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.01404&pitch=0&thumbfov=100,,"[""https:\/\/streetviewpixels-pa.googleapis.com\/v1\/thumbnail?panoid=jIN00704dN-NtIljeQGUxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.01404&pitch=0&thumbfov=100""]"
,,0x8c0367e79be18e45:0xe8287f37dcaa5953,Panadería El Punto,"9XC7+F6W Panadería El Punto, Avenida Acuario, San Juan, 00926, Puerto Rico",No,,Bakery,Bakery,https://www.facebook.com/panaderiaelpuntovenusgardens,https://www.facebook.com,+1 787-283-3377,17872833377,"Sabana Llana Sur, San Juan, Puerto Rico","9XC7+F6W, Avenida Acuario",San Juan,926,San Juan,Puerto Rico,PR,-66.0369243,18.3712299,"https://www.google.com/maps/preview/place/9XC7%2BF6W+Panader%C3%ADa+El+Punto,+Avenida+Acuario,+San+Juan,+00926,+Puerto+Rico/@18.3712299,-66.0369243,3786a,13.1y/data=!4m2!3m1!1s0x8c0367e79be18e45:0xe8287f37dcaa5953",8/30/2021,1013,4.5,"{""1"":28.0,""2"":22.0,""3"":43.0,""4"":219.0,""5"":701.0}",227,https://lh5.googleusercontent.com/p/AF1QipM0R4gP8WlLAvubg2pAjZnErDCfidx1Bo0xu6oJ,https://lh5.googleusercontent.com/p/AF1QipP5PJFeoggIdWXFp9hxsUSy_8NCVtt4iO5-Ein8,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipM0R4gP8WlLAvubg2pAjZnErDCfidx1Bo0xu6oJ"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP5PJFeoggIdWXFp9hxsUSy_8NCVtt4iO5-Ein8""]"
